EMPIRE_BM_TECH_1,帝国テクノロジーレベル 1 で入手可能な闇市場アイテムです。
TEXT_STORY_EMPIRE_ACT01_MISSION_TWO_02,ダース・ヴェイダーは皇帝の命を受け、 反乱軍と内通している帝国のエージェントを追跡すべくタイフェラに赴いた。 暗号化された交信をたどり、 帝国の強襲部隊を率いて地表に降り立ったヴェイダーの狙いは、 不意をついて反乱軍を一網打尽にし、 あわよくばスパイも抹殺することだった。
TEXT_STORY_EMPIRE_ACT01_MISSION_TWO_03,任務: ダース・ヴェイダーと強襲部隊を使ってタイフェラにある反乱軍のユニットと建物をすべて破壊してください。
TEXT_STORY_EMPIRE_ACT01_MISSION_TWO_04,組織化された抵抗勢力
TEXT_STORY_EMPIRE_ACT01_MISSION_TWO_05,組織化された抵抗勢力 - クリアせよ!
TEXT_STORY_EMPIRE_ACT01_MISSION_TWO_06,フォンドアの反乱軍を一掃した帝国軍は、 反乱同盟軍が交わしたいくつかの通信記録を発見した。 ダース・ヴェイダーが裏切り者を追いつめるための手がかりになるかもしれない。
TEXT_STORY_EMPIRE_ACT01_MISSION_TWO_12,ヒント: 砲塔を破壊したらビルド・パッドをクリックして建物を築きましょう。 占領されていないビルド・パッドが近くにあれば、 それも支配下に治めることができます。 占領されているビルド・パッドを操作することはできません。
TEXT_STORY_EMPIRE_ACT01_MISSION_TWO_22,任務: 軍を投入して反乱軍の前哨基地と奪われた通信センターを破壊してください。
TEXT_STORY_EMPIRE_ACT01_MISSION_TWO_23,ヒント: ダース・ヴェイダーの持つフォースの破壊力とフォースの嵐のアビリティを使って敵の車両を破壊し、 歩兵を倒しましょう。
TEXT_STORY_EMPIRE_ACT01_MISSION_TWO_37,任務: 地上強襲部隊を編成し、 フォンドアを奪回してください。
TEXT_STORY_EMPIRE_ACT01_MISSION_TWO_38,粉砕し、 殺戮し、 破壊せよ。
TEXT_STORY_EMPIRE_ACT01_MISSION_TWO_39,フォンドアが反乱軍の手に落ちた。 ただちに兵を送り、 醜い暴徒どもを潰せ。 反乱軍の連中に骨の髄まで思い知らせてやるのだ。
TEXT_STORY_EMPIRE_ACT01_MISSION_TWO_40,任務: 地上強襲部隊を編成し、 フォンドアを奪回してください。
TEXT_STORY_EMPIRE_ACT01_MISSION_TWO_63,任務: ダース･ヴェイダーを死なせてはなりません。
TEXT_STORY_EMPIRE_ACT01_MISSION_TWO_64,ヒント: 増援オプションを選択してください。 次にユニットを増援ウィンドウから増援ポイント周辺の空きエリアにドラッグしましょう。
TEXT_STORY_EMPIRE_ACT01_MISSION_TWO_65,反乱軍の雑魚どもを血祭りにあげ、 建物を焼き払うのだ。
TEXT_STORY_EMPIRE_ACT01_MISSION_TWO_66,ヴェイダー卿を死なせてはならない。
TEXT_STORY_EMPIRE_ACT01_MISSION_TWO_67,通信アレイを破壊せよ。
TEXT_STORY_EMPIRE_ACT01_MISSION_TWO_68,反乱軍のパワー・ジェネレーターを破壊せよ。
TEXT_STORY_EMPIRE_ACT01_MISSION_TWO_69,報酬: 新しいヒーロー - ダース･ヴェイダー
TEXT_STORY_EMPIRE_ACT01_MISSION_TWO_70,任務: いくつかユニットを選び、 北にある反乱軍の基地を攻撃してください。
TEXT_STORY_EMPIRE_ACT01_MISSION_TWO_74,ヒント: ダース･ヴェイダーを敵の歩兵に近づけ、 フォースの嵐アビリティを使いましょう。 敵の歩兵ユニットをたちどころにせん滅することができます。
TEXT_STORY_EMPIRE_ACT01_MISSION_TWO_75,ヒント: ダース･ヴェイダーが持つフォースの破壊力アビリティを使えば、 敵の車両をたちどころに破壊することができます。
TEXT_STORY_EMPIRE_ACT01_MISSION_TWO_76,ヒント: モーラーで歩兵をひき倒すことができます。
TEXT_STORY_EMPIRE_ACT01_MISSION_TWO_77,任務: フォンドアから反乱軍を一掃してください。
TEXT_STORY_EMPIRE_ACT01_MISSION_TWO_78,反乱軍に肩入れして邪魔立てする者は、 誰であろうと容赦なく制圧せよ。
TEXT_STORY_EMPIRE_ACT02_MISSION_6_100,注意: 今回は爆撃航程はできません。 皇帝は巻き添え被害を最小限にすることを望んでいます。
TEXT_STORY_EMPIRE_ACT02_MISSION_6_101,ヒント: 着陸地帯を占拠すれば、 反乱軍は増援部隊を着陸させることができなくなります。
TEXT_STORY_EMPIRE_ACT02_MISSION_6_102,ハン・ソロはウーキーを解放しようとしている。 奴を阻止するのだ。
TEXT_STORY_EMPIRE_ACT02_MISSION_6_103,任務: 地上強襲部隊を編成し、 キャッシークで発生したウーキーの暴動を阻止してください。
TEXT_STORY_EMPIRE_ACT02_MISSION_6_900,任務: ヴィアーズ大佐の AT-AT を選択し、 演習場まで移動してください。
TEXT_STORY_EMPIRE_ACT02_MISSION_8_900,任務: 反逆者であるモフ・カラストを撃退してください。
TEXT_STORY_EMPIRE_ACT02_MISSION_FIVE_00,キャッシーク動乱
TEXT_STORY_EMPIRE_ACT02_MISSION_FIVE_01,キャッシーク動乱 - クリアせよ!
TEXT_STORY_EMPIRE_ACT02_MISSION_FIVE_02,帝国への忠誠を捨てたソロという名のならず者が、 ウーキー族を牢から解き放った。 どういう風の吹き回しか、 彼らを惑星から脱出させようとしているらしい。 キャッシークに確立した労働力の供給システムを、 みすみす失うわけにはいかない。
TEXT_STORY_EMPIRE_ACT02_MISSION_FIVE_03,任務: キャッシークで起きているウーキー族の反乱を鎮圧してください。
TEXT_STORY_EMPIRE_ACT02_MISSION_FIVE_04,ならず者のハン・ソロを取り逃がしたのは悔やまれるが、 あの状態ではさほど遠くまでは行けないだろう。 ウーキー族は牢に連れ戻され、 デス・スターの建設現場に送られる時を待っている。
TEXT_STORY_EMPIRE_ACT02_MISSION_FIVE_10,任務: 攻め寄せる反乱軍、 ウーキー族、 それにハン・ソロを迎え撃ち、 各収容棟を守ってください。
TEXT_STORY_EMPIRE_ACT02_MISSION_FIVE_21,ハン・ソロを処刑し、 見せしめにせよ。
TEXT_STORY_EMPIRE_ACT02_MISSION_FIVE_22,帝国の収容棟を守れ。
TEXT_STORY_EMPIRE_ACT02_MISSION_FOUR_00,モン・カラマリ攻撃
TEXT_STORY_EMPIRE_ACT02_MISSION_FOUR_01,モン・カラマリ攻撃 - クリアせよ!
TEXT_STORY_EMPIRE_ACT02_MISSION_FOUR_02,独立独歩の気概に満ちた種族であるモン・カラマリは、 二者択一を迫られれば、 必ずや反乱軍の味方をするだろう。 そのことを皇帝は懸念している。 邪魔立てされる前に彼らの住む惑星を征服しなければならない。
TEXT_STORY_EMPIRE_ACT02_MISSION_FOUR_03,任務: モン・カラマリ近辺の宇宙を制圧してください。 それには大規模な艦隊が必要です。 この間、 支配下にある各惑星の防備が手薄にならないように気をつけましょう。
TEXT_STORY_EMPIRE_ACT02_MISSION_FOUR_04,モン・カラマリを帝国の支配下に治めた今、 精強をもって鳴る彼らの宇宙軍を恐れる必要はもはやない。 皇帝は満足し、 グランドモフ・ターキンはアクバーという名の新たな下僕を手に入れたのだった・・・
TEXT_STORY_EMPIRE_ACT02_MISSION_FOUR_20,報酬: 新しいユニット - 2M 戦車
TEXT_STORY_EMPIRE_ACT02_MISSION_FOUR_21,反乱軍を粉砕し、 その宇宙ステーションを破壊せよ。
TEXT_STORY_EMPIRE_ACT02_MISSION_FOUR_22,モン・カラマリの主力艦を一掃せよ。
TEXT_STORY_EMPIRE_ACT02_MISSION_SIX_00,新兵器
TEXT_STORY_EMPIRE_ACT02_MISSION_SIX_01,新兵器 - クリアせよ!
TEXT_STORY_EMPIRE_ACT02_MISSION_SIX_02,デス・スターの建造が順調に進んでいるのを見て、 皇帝はその他の兵器に関心を移した。 おりしも最新鋭の地上攻撃兵器、 全地形対応装甲トランスポートをテストに付すべく、 マキシミリアン・ヴィアーズ大佐がカリダに派遣されたところだ。 帝国の主要な訓練施設がある惑星だ。
TEXT_STORY_EMPIRE_ACT02_MISSION_SIX_03,任務: マキシミリアン・ヴィアーズ大佐をコルサントからカリダへ護送し、 大佐が実施する AT-AT 試作機のテストに力を貸してあげてください。
TEXT_STORY_EMPIRE_ACT02_MISSION_SIX_04,反乱軍はこの帝国の試作兵器を破壊しようと狙ってきたが、 ヴィアーズ大佐は何とか攻撃を退け、 テストを成功させた。 AT-AT の仕上がりは申し分なく、 大佐はすぐにも実戦投入が可能と皇帝に請け合ったのだった・・・
TEXT_STORY_EMPIRE_ACT02_MISSION_SIX_11,任務: 反乱軍の侵攻を防いで、 4 つの監視壕を守ってください。
TEXT_STORY_EMPIRE_ACT02_MISSION_SIX_18,任務: ヴィアーズ大佐の AT-AT を選択し、 試験場を東に移動させてください。
TEXT_STORY_EMPIRE_ACT02_MISSION_SIX_21,ヒント: AT-AT からストームトルーパーを配備させ、 海賊を攻撃してください。
TEXT_STORY_EMPIRE_ACT02_MISSION_SIX_24,任務: AT-AT でランコアを倒してください。 必要に応じて特殊アビリティを使うとよいでしょう。
TEXT_STORY_EMPIRE_ACT02_MISSION_SIX_30,任務: ヴィアーズ大佐の AT-AT 試作機を選択し、 すぐ目の前の防御壁を突破させてください。 敵のいかなる防御壁も、 AT-AT の進攻を妨げることはできません。
TEXT_STORY_EMPIRE_ACT02_MISSION_SIX_31,ヒント: 監視壕近くのビルド・パッドを使い、 味方の防備を増強しましょう。
TEXT_STORY_EMPIRE_ACT02_MISSION_SIX_35,ヴィアーズ大佐を死なせてはならない。
TEXT_STORY_EMPIRE_ACT02_MISSION_SIX_44,報酬: 新しいヒーロー - ヴィアーズ大佐
TEXT_STORY_EMPIRE_ACT03_MISSION_EIGHT_00,背信のモフ
TEXT_STORY_EMPIRE_ACT03_MISSION_EIGHT_01,瓦礫の山と化したジャビムの反乱軍基地から回収したデータを分析した結果、 ヴェイダー卿は追っているスパイの正体を突き止めることに成功した。 反乱軍に機密情報を流していたのは、 あろうことかインペリアル・モフであるカラストという男だった! 　この裏切り者はアッゼリに地所を所有している。 速やかに身柄を押さえ、 審問の上、 反逆罪で処刑しなければならない。
TEXT_STORY_EMPIRE_ACT03_MISSION_EIGHT_02,任務: 艦隊を編成し、 モフ・カラストを捜索して抹殺してください。
TEXT_STORY_EMPIRE_ACT03_MISSION_EIGHT_03,パルパティーン皇帝は自らモフ・カラストを尋問した。 その結果、 カラストが流した情報は、 ボサンスパイ網を経由して反乱軍に渡っていたことが判明した。 むろん、 皇帝がこれを喜ぶはずもない・・・
TEXT_STORY_EMPIRE_ACT03_MISSION_EIGHT_16,任務: 艦隊を編成してアッゼリに派遣し、 背信の徒、 モフ・カラストと対決してください。
TEXT_STORY_EMPIRE_ACT03_MISSION_EIGHT_17,ヒント: モフ・カラストの逃亡を防ぐには、 インターディクター・クルーザーに搭載されている重力井戸発生装置が必要です。 コルサントに 1 隻待機中。
TEXT_STORY_EMPIRE_ACT03_MISSION_EIGHT_22,背信のモフ - クリアせよ!
TEXT_STORY_EMPIRE_ACT03_MISSION_EIGHT_23,モフ・カラストの取り巻きを血祭りにあげよ。
TEXT_STORY_EMPIRE_ACT03_MISSION_EIGHT_24,背信の徒、 モフ・カラストを打ち負かせ。
TEXT_STORY_EMPIRE_ACT03_MISSION_EIGHT_25,注意: モフ・カラストは%sの衛星軌道に現れました。 再びハイパースペース・ジャンプに備えているようです。
TEXT_STORY_EMPIRE_ACT03_MISSION_NINE_00,皇帝との交戦
TEXT_STORY_EMPIRE_ACT03_MISSION_NINE_01,パルパティーン皇帝はボサンスパイ網こそが黒幕と考えている。 帝国の機密情報を裏切り者のモフ・カラストに流し、 それによって、 反乱軍を利したのは彼らだった。 そこで皇帝は立ち上がった。 皇帝は、 直々に始末するしかないと心に決めたのである。
TEXT_STORY_EMPIRE_ACT03_MISSION_NINE_02,任務: 皇帝をボサウイに送り込み、 ボサンたちに思い知らせてやってください。
TEXT_STORY_EMPIRE_ACT03_MISSION_NINE_03,皇帝は誰にも真似できないやり方で、 ボサンと反乱同盟軍との結びつきに不快の意を表明した。 その結果、 ボサンたちは見違えるほど協力的になり、 反乱軍の動きについて訊かれるがままに答えた。
TEXT_STORY_EMPIRE_ACT03_MISSION_NINE_15,任務: パルパティーン皇帝を死なせてはなりません。
TEXT_STORY_EMPIRE_ACT03_MISSION_NINE_16,皇帝との交戦 - クリアせよ!
TEXT_STORY_EMPIRE_ACT03_MISSION_NINE_17,報酬: 新しいヒーロー - パルパティーン皇帝
TEXT_STORY_EMPIRE_ACT03_MISSION_NINE_18,パルパティーン皇帝を死なせてはならない。
TEXT_STORY_EMPIRE_ACT03_MISSION_NINE_19,ボサンたちをせん滅し、 建物も残らず破壊せよ。
TEXT_STORY_EMPIRE_ACT03_MISSION_NINE_20,ヒント: パルパティーン皇帝の持つ 「 フォースの洗脳 」 と 「 フォースの雷 」 のアビリティを使いましょう。 前者は敵を自在に操り、 後者は敵を打ち倒します。
TEXT_STORY_EMPIRE_ACT03_MISSION_SEVEN_00,反乱軍の要塞
TEXT_STORY_EMPIRE_ACT03_MISSION_SEVEN_01,カリダに攻めてきた反乱軍の総火力からして、 彼らはどこか近くに基地を保持しているに違いない。 ヴィアーズはそう確信した。 考えられるのはジャビムしかない。 もし反乱軍の影でも見つけたら、 あの惑星には思い知らせてやらなければなるまい。
TEXT_STORY_EMPIRE_ACT03_MISSION_SEVEN_02,任務: ジャビムを制圧してください。
TEXT_STORY_EMPIRE_ACT03_MISSION_SEVEN_03,反乱軍はジャビムを去った。 だが、 彼らの指導部はとうとうミスを犯した。 帝国内部に潜むスパイの正体を明かす交信記録を、 うかつにも隠し損ねたのだ。 この情報が帝国の手に入った今、 ダース・ヴェイダーが獲物を追いつめるのは時間の問題だ。
TEXT_STORY_EMPIRE_ACT03_MISSION_SEVEN_21,反乱軍の要塞 - クリアせよ! 　
TEXT_STORY_EMPIRE_ACT03_MISSION_SEVEN_22,報酬: 新しいユニット - AT-AT 数機
TEXT_STORY_EMPIRE_ACT04_MISSION_10_100,インターディクターを駆動し、 防御してください。
